"id"	"tech_code"	"tech_name"	"tech_format"	"tech_price"	"tech_type"	"price_type"	"deptment_id"
"1199"	"XDTPBYDFHSY"	"心电图平板运动负荷试验"	"江北"	"14.67"	"检查"	"其他检查费"	
"1200"	"XDTYWFHSY"	"心电图药物负荷试验"	"江北"	"7.15"	"检查"	"其他检查费"	
"1201"	"XYT"	"心音图"	"江北"	"73.93"	"检查"	"其他检查费"	
"1202"	"XZKT"	"心阻抗图"	"江北"	"42.06"	"检查"	"其他检查费"	
"1203"	"XLBYXFX"	"心率变异性分析"	"江北"	"6.96"	"检查"	"其他检查费"	
"1204"	"DCXLBYXFX"	"短程心率变异性分析"	"江北"	"30.29"	"检查"	"其他检查费"	
"1205"	"CRBHTYXGRBSJBLZDJS"	"传染病和特异性感染病尸检病理诊断加收"	"江北"	"51.2"	"检查"	"其他检查费"	
"1206"	"ETJTESJBLZD"	"儿童及胎儿尸检病理诊断"	"江北"	"44.77"	"检查"	"其他检查费"	
"1207"	"STHXFFCL"	"尸体化X防腐处理"	"江北"	"20.67"	"检查"	"其他检查费"	
"1208"	"DZQBCJC"	"单脏器B超检查"	"江北"	"5.61"	"检查"	"其他检查费"	
"1209"	"DZQBCJCMZJYGZQJCJS"	"单脏器B超检查每增加一个脏器检查加收"	"江北"	"13.15"	"检查"	"其他检查费"	
"1210"	"BCCGJC"	"B超常规检查"	"江北"	"4.3"	"检查"	"其他检查费"	
"1211"	"GSXBCSTXFX"	"骨髓细胞彩色图象分析"	"江北"	"33.58"	"检查"	"其他检查费"	
"1212"	"XZCCXBXJCYZD"	"细针穿刺细胞X检查与诊断"	"江北"	"17.91"	"检查"	"其他检查费"	
"1213"	"CSYJC"	"测色仪检查"	"江北"	"64.69"	"检查"	"其他检查费"	
"1214"	"YCYTDWYJC"	"义齿压痛定位仪检查"	"江北"	"44.04"	"检查"	"其他检查费"	
"1215"	"CTYJC"	"触痛仪检查"	"江北"	"6.19"	"检查"	"其他检查费"	
"1216"	"SMHXJCGSSY"	"睡眠呼吸监测过筛试验"	"江北"	"48.83"	"检查"	"其他检查费"	
"1217"	"PTSLJC"	"普通视力检查"	"江北"	"34.25"	"检查"	"其他检查费"	
"1218"	"WJSY（DCJF）"	"味觉试验（电刺激法）"	"江北"	"24.89"	"检查"	"其他检查费"	
"1219"	"WJSY（ZJF）"	"味觉试验（直接法）"	"江北"	"19.15"	"检查"	"其他检查费"	
"1220"	"YLSY"	"溢泪试验"	"江北"	"49.88"	"检查"	"其他检查费"	
"1221"	"EXWNJJC"	"耳纤维内镜检查"	"江北"	"74.45"	"检查"	"其他检查费"	
"1222"	"YYJC（YPYYJF）"	"眼压检查（压平眼压计法）"	"江北"	"18.56"	"检查"	"其他检查费"	
"1223"	"YYRQXJC"	"眼压日曲线检查"	"江北"	"2.69"	"检查"	"其他检查费"	
"1224"	"YYMJ"	"眼压描记"	"江北"	"18.98"	"检查"	"其他检查费"	
"1225"	"YQTCDCL"	"眼球突出度测量"	"江北"	"2.79"	"检查"	"其他检查费"	
"1226"	"YQTCDMCCLF"	"眼球突出度米尺测量法"	"江北"	"37.67"	"检查"	"其他检查费"	
"1227"	"YQTCJCLF"	"眼球突出计测量法"	"江北"	"28.13"	"检查"	"其他检查费"	
"1228"	"QGYSWMSJXWCJSJTXFX"	"青光眼视网膜神经纤维层计算机图象分析"	"江北"	"14.85"	"检查"	"其他检查费"	
"1229"	"DSLZSQSY"	"低视力助视器试验"	"江北"	"48.88"	"检查"	"其他检查费"	
"1230"	"SZXCJC"	"上睑下垂检查"	"江北"	"9.04"	"检查"	"其他检查费"	
"1231"	"LMPLSJCD"	"泪膜破裂时间测定"	"江北"	"49.19"	"检查"	"其他检查费"	
"1232"	"LYFMGNCD"	"泪液分泌功能测定"	"江北"	"61.44"	"检查"	"其他检查费"	
"1233"	"QGYYDSY"	"青光眼诱导试验"	"江北"	"28.28"	"检查"	"其他检查费"	
"1234"	"QGYYDSY（YS）"	"青光眼诱导试验（饮水）"	"江北"	"54.93"	"检查"	"其他检查费"	
"1235"	"QGYYDSY（AS）"	"青光眼诱导试验（暗室）"	"江北"	"55.38"	"检查"	"其他检查费"	
"1236"	"QGYYDSY（TLSL）"	"青光眼诱导试验（妥拉苏林）"	"江北"	"4.95"	"检查"	"其他检查费"	
"1237"	"JMYGSRSJC"	"角膜荧光素染色检查"	"江北"	"23.52"	"检查"	"其他检查费"	
"1238"	"JMQLCL"	"角膜曲率测量"	"江北"	"7.15"	"检查"	"其他检查费"	
"1239"	"JMDXTJC"	"角膜地形图检查"	"江北"	"63.98"	"检查"	"其他检查费"	
"1240"	"EXWJJC"	"耳显微镜检查"	"江北"	"0.12"	"检查"	"其他检查费"	
"1241"	"XGSEJJC"	"西格氏耳镜检查"	"江北"	"48.98"	"检查"	"其他检查费"	
"1242"	"XGSEJZGSY"	"西格氏耳镜瘘管试验"	"江北"	"0.3"	"检查"	"其他检查费"	
"1243"	"GGCDCL"	"根管长度测量"	"江北"	"5.9"	"检查"	"其他检查费"	
"1244"	"FMPHSY"	"腹膜平衡试验"	"江北"	"9.84"	"检查"	"其他检查费"	
"1245"	"CYTZCD"	"纯音听阈测定"	"江北"	"54.1"	"检查"	"其他检查费"	
"1246"	"ZMTLJC"	"自描听力检查"	"江北"	"23.23"	"检查"	"其他检查费"	
"1247"	"CYDZLMGZSSY"	"纯音短增量敏感指数试验"	"江北"	"33.17"	"检查"	"其他检查费"	
"1248"	"CYSJSY"	"纯音衰减试验"	"江北"	"43.94"	"检查"	"其他检查费"	
"1249"	"SEJTXDPHSY"	"双耳交替响度平衡试验"	"江北"	"1.88"	"检查"	"其他检查费"	
"1250"	"XDBSYSSZJC"	"响度不适与舒适阈检测"	"江北"	"1.18"	"检查"	"其他检查费"	
"1251"	"DXQX"	"调谐曲线"	"江北"	"14.03"	"检查"	"其他检查费"	
"1252"	"ZLXBTYHTHSDLFX"	"肿瘤细胞脱氧核糖核酸定量分析"	"江北"	"40.72"	"检查"	"其他检查费"	
"1253"	"KSSLQPJCYZD"	"快速石蜡切片检查与诊断"	"江北"	"18.24"	"检查"	"其他检查费"	
"1254"	"QN(JZC)CSDPLCSJC"	"腔内(经直肠)彩色多普勒超声检查"	"江北"	"4.76"	"检查"	"其他检查费"	
"1255"	"LCCZDCSDPLCSYD"	"临床操作的彩色多普勒超声引导"	"江北"	"45.47"	"检查"	"其他检查费"	
"1256"	"LNDPLXLT(TCD)"	"颅内多普勒X流图(TCD)"	"江北"	"37.8"	"检查"	"其他检查费"	
"1257"	"PTXZMXCSJC"	"普通心脏M型超声检查"	"江北"	"9.43"	"检查"	"其他检查费"	
"1258"	"ZLCJZRWJ"	"智力成就责任问卷"	"江北"	"60.86"	"检查"	"其他检查费"	
"1259"	"FHXGJZDWJ（CIDI）"	"复合性国际诊断问卷（CIDI）"	"江北"	"35.88"	"检查"	"其他检查费"	
"1261"	"CJXCJ"	"错畸形初检"	"江北"	"23.79"	"检查"	"其他检查费"	
"1262"	"SYJSJJXSWYMXCLHXXTYCL"	"使用计算机进行三维牙模型测量和X线头影测量"	"江北"	"20.06"	"检查"	"其他检查费"	
"1263"	"Z(Zung)SJLZPLB"	"宗(Zung)氏焦虑自评量表"	"江北"	"17.43"	"检查"	"其他检查费"	
"1264"	"Z(Zung)SYYZPLB"	"宗(Zung)氏抑郁自评量表"	"江北"	"22.77"	"检查"	"其他检查费"	
"1265"	"HMEDJLLB"	"汉密尔顿焦虑量表"	"江北"	"8.31"	"检查"	"其他检查费"	
"1266"	"HMEDYYLB"	"汉密尔顿抑郁量表"	"江北"	"35.79"	"检查"	"其他检查费"	
"1267"	"ASBG（Asberg）KYYJFFYLB"	"艾森贝格（Asberg）抗抑郁剂副反应量表"	"江北"	"45.03"	"检查"	"其他检查费"	
"1268"	"ZKZTPDLB"	"躁狂状态评定量表"	"江北"	"15.66"	"检查"	"其他检查费"	
"1269"	"JMJSBPDLB(BPRS)"	"简明精神病评定量表(BPRS)"	"江北"	"30.94"	"检查"	"其他检查费"	
"1270"	"WFLB"	"五分量表"	"江北"	"7.13"	"检查"	"其他检查费"	
"1271"	"LCZTYXLB(CGI)"	"临床总体印象量表(CGI)"	"江北"	"21.82"	"检查"	"其他检查费"	
"1272"	"YWFZYLB"	"药物副作用量表"	"江北"	"25.72"	"检查"	"其他检查费"	
"1273"	"BZZYDPDLB"	"不自主运动评定量表"	"江北"	"33.94"	"检查"	"其他检查费"	
"1274"	"ZTWXFZYLB"	"锥体外系副作用量表"	"江北"	"54.14"	"检查"	"其他检查费"	
"1275"	"QZLB"	"气质量表"	"江北"	"11.37"	"检查"	"其他检查费"	
"1276"	"ASBGXWLB"	"艾森贝格行为量表"	"江北"	"17.78"	"检查"	"其他检查费"	
"1277"	"CSZYCY"	"常识注意测验"	"江北"	"7.72"	"检查"	"其他检查费"	
"1278"	"JMXLZKCY(MMSE)"	"简明心理状况测验(MMSE)"	"江北"	"7.43"	"检查"	"其他检查费"	
"1279"	"SSJYCY"	"瞬时记忆测验"	"江北"	"45.13"	"检查"	"其他检查费"	
"1280"	"CGCCDCY"	"长谷川痴呆测验"	"江北"	"47.79"	"检查"	"其他检查费"	
"1281"	"XXSTLNLCD"	"小X生推理能力测定"	"江北"	"15.92"	"检查"	"其他检查费"	
"1282"	"SJYF"	"色觉仪法"	"江北"	"33.73"	"检查"	"其他检查费"	
"1283"	"DBMGDJC"	"对比敏感度检查"	"江北"	"3.41"	"检查"	"其他检查费"	
"1284"	"PTEWCSXDT"	"普通二维超声心动图"	"江北"	"55.83"	"检查"	"其他检查费"	
"1285"	"CPCSXDT"	"床旁超声心动图"	"江北"	"13.37"	"检查"	"其他检查费"	
"1286"	"XZCSDPLCS"	"心脏彩色多普勒超声"	"江北"	"15.14"	"检查"	"其他检查费"	
"1287"	"CGJSGCSXDT"	"常规经食管超声心动图"	"江北"	"60.39"	"检查"	"其他检查费"	
"1288"	"SZJSGCSXDT"	"术中经食管超声心动图"	"江北"	"26.48"	"检查"	"其他检查费"	
"1289"	"JRZLDCSXDTJS"	"介入治疗的超声心动图监视"	"江北"	"3.68"	"检查"	"其他检查费"	
"1290"	"CSJPZX"	"彩色胶片照相"	"江北"	"45.16"	"检查"	"其他检查费"	
"1291"	"CSJCSSLX"	"超声检查实时录象"	"江北"	"49.15"	"检查"	"其他检查费"	
"1292"	"13TNSHQSY"	"13碳尿素呼气试验"	"江北"	"70.04"	"检查"	"其他检查费"	
"1293"	"TBZFJXDT"	"体表窦房结心电图"	"江北"	"16.98"	"检查"	"其他检查费"	
"1294"	"YCJGLMPZD(BTG)"	"牙齿及骨L磨片诊断(不脱钙)"	"江北"	"8.31"	"检查"	"其他检查费"	
"1295"	"JSKALLBCC"	"精神科A类量表测查"	"江北"	"4.4"	"检查"	"其他检查费"	
"1296"	"JPJC"	"镜片检测"	"江北"	"10.77"	"检查"	"其他检查费"	
"1297"	"YXYJPZ"	"隐形眼镜配置"	"江北"	"84.34"	"检查"	"其他检查费"	
"1298"	"(WJJCZY)BLTWBG"	"(胃镜检查专用)病理图文报告"	"江北"	"6.4"	"检查"	"其他检查费"	
"1299"	"JJBYJJC(DZJ)"	"间接鼻咽镜检查(电子镜)"	"江北"	"37.62"	"检查"	"其他检查费"	
"1300"	"YXBYJJC"	"硬性鼻咽镜检查"	"江北"	"21.1"	"检查"	"其他检查费"	
"1301"	"XWHJJC"	"纤维喉镜检查"	"江北"	"30.79"	"检查"	"其他检查费"	
"1302"	"XWHJJC(DZJ)"	"纤维喉镜检查(电子镜)"	"江北"	"5.25"	"检查"	"其他检查费"	
"1303"	"HDTJJC"	"喉动态镜检查"	"江北"	"18.97"	"检查"	"其他检查费"	
"1304"	"EYHTFYQX"	"二氧化碳反应曲线"	"江北"	"3.88"	"检查"	"其他检查费"	
"1305"	"ZQGJFSY"	"支气管激发试验"	"江北"	"3.1"	"检查"	"其他检查费"	
"1306"	"ZQGSZSY"	"支气管舒张试验"	"江北"	"42.63"	"检查"	"其他检查费"	
"1307"	"CBJYFGNCD"	"床边简易肺功能测定"	"江北"	"4.07"	"检查"	"其他检查费"	
"1308"	"FZKXLT"	"肺阻抗X流图"	"江北"	"0.19"	"检查"	"其他检查费"	
"1309"	"SMHXJC"	"睡眠呼吸监测"	"江北"	"57.99"	"检查"	"其他检查费"	
"1310"	"XXLT"	"心X流图"	"江北"	"11.85"	"检查"	"其他检查费"	
"1311"	"XJBDT"	"心尖搏动图"	"江北"	"9.15"	"检查"	"其他检查费"	
"1312"	"YCJGLMPZD(TG)"	"牙齿及骨L磨片诊断(脱钙)"	"江北"	"21.74"	"检查"	"其他检查费"	
"1313"	"ZGYBJYTYZYBZD"	"颌骨样本及牙体牙周样本诊断"	"江北"	"21.64"	"检查"	"其他检查费"	
"1314"	"ZGYBJYTYZYBZDZJLKJS"	"颌骨样本及牙体牙周样本诊断增加蜡块加收"	"江北"	"28.22"	"检查"	"其他检查费"	
"1315"	"ZGYBJYTYZYBZDBTGZJQPBBJS"	"颌骨样本及牙体牙周样本诊断不脱钙直接切片标本加收"	"江北"	"66.83"	"检查"	"其他检查费"	
"1316"	"QQGDQPJCYZD"	"全器官大切片检查与诊断"	"江北"	"23.94"	"检查"	"其他检查费"	
"1317"	"BDQPYKSSLQPJCYZDTYXGRBBJS"	"冰冻切片与快速石蜡切片检查与诊断特异性感染标本加收"	"江北"	"40.59"	"检查"	"其他检查费"	
"1318"	"BDQPJCYZDJSJS"	"冰冻切片检查与诊断加送加收"	"江北"	"11.05"	"检查"	"其他检查费"	
"1319"	"JJHJJC"	"间接喉镜检查"	"江北"	"42.9"	"检查"	"其他检查费"	
"1320"	"CSSXPZJS(ACTH)XFSYKSF"	"促肾上腺皮质激素(ACTH)兴奋试验快速法"	"江北"	"27.58"	"检查"	"其他检查费"	
"1321"	"CSSXPZJS(ACTH)XFSYCTF"	"促肾上腺皮质激素(ACTH)兴奋试验传统法"	"江北"	"6.17"	"检查"	"其他检查费"	
"1322"	"CSSXPZJS(ACTH)XFSYJZF"	"促肾上腺皮质激素(ACTH)兴奋试验肌注法"	"江北"	"0.55"	"检查"	"其他检查费"	
"1323"	"BNJJC"	"鼻内镜检查"	"江北"	"1.68"	"检查"	"其他检查费"	
"1324"	"QBJJC"	"前鼻镜检查"	"江北"	"27.14"	"检查"	"其他检查费"	
"1325"	"CBJJC"	"长鼻镜检查"	"江北"	"13.6"	"检查"	"其他检查费"	
"1326"	"BNJSSHJCCL"	"鼻内镜手术后检查处理"	"江北"	"4.62"	"检查"	"其他检查费"	
"1327"	"BZMJFSY"	"鼻粘膜激发试验"	"江北"	"15.95"	"检查"	"其他检查费"	
"1328"	"BFMWXBJC"	"鼻分泌物细胞检测"	"江北"	"1.99"	"检查"	"其他检查费"	
"1329"	"XJGNJC"	"嗅觉功能检测"	"江北"	"49.59"	"检查"	"其他检查费"	
"1330"	"BZLCD"	"鼻阻力测定"	"江北"	"28.76"	"检查"	"其他检查费"	
"1331"	"SFSBQCL"	"声反射鼻腔测量"	"江北"	"13.93"	"检查"	"其他检查费"	
"1332"	"TJSY"	"糖精试验"	"江北"	"50.59"	"检查"	"其他检查费"	
"1333"	"SJBLZD"	"尸检病理诊断"	"江北"	"17.11"	"检查"	"其他检查费"	
"1334"	"FHCSXDT(YWZS)"	"负荷超声心动图(药物注射)"	"江北"	"40.37"	"检查"	"其他检查费"	
"1335"	"FHCSXDT(YDSY)"	"负荷超声心动图(运动试验)"	"江北"	"11.24"	"检查"	"其他检查费"	
"1336"	"RGJJC"	"乳管镜检查"	"江北"	"4.44"	"检查"	"其他检查费"	
"1337"	"JPYFYEYHTFYCD"	"经皮氧分压二氧化碳分压测定"	"江北"	"30"	"检查"	"其他检查费"	
"1338"	"CQRJCD（DQXSF）"	"残气容积测定（氮气稀释法）"	"江北"	"45.77"	"检查"	"其他检查费"	
"1339"	"CQRJCD（ZFHXF）"	"残气容积测定（重复呼吸法）"	"江北"	"73.84"	"检查"	"其他检查费"	
"1340"	"QPZDFGNJC"	"强迫振荡肺功能检查"	"江北"	"74.94"	"检查"	"其他检查费"	
"1341"	"DYMPJXQKQBHYCD"	"第一秒平静吸气口腔闭合压测定"	"江北"	"49.99"	"检查"	"其他检查费"	
"1342"	"YDJC（SWMJ）"	"眼底检查（视网膜镜）"	"江北"	"9.89"	"检查"	"其他检查费"	
"1343"	"XBBLXJCYZDZJT(Y)PJS"	"细胞病理X检查与诊断增加涂(压)片加收"	"江北"	"0.3"	"检查"	"其他检查费"	
"1344"	"BCCGJC(CK)"	"B超常规检查(产科)"	"江北"	"8.46"	"检查"	"其他检查费"	
"1345"	"XFSBCJCJCCDW"	"胸腹水B超检查及穿刺定位"	"江北"	"18"	"检查"	"其他检查费"	
"1346"	"MJMXCSDPLCS"	"门静脉系彩色多普勒超声"	"江北"	"29.27"	"检查"	"其他检查费"	
"1347"	"FBDXGCSDPLCS"	"腹部大X管彩色多普勒超声"	"江北"	"7.95"	"检查"	"其他检查费"	
"1348"	"SZXGCSDPLCS"	"四肢X管彩色多普勒超声"	"江北"	"8.72"	"检查"	"其他检查费"	
"1349"	"SSJSXGCSDPLCS"	"双肾及肾X管彩色多普勒超声"	"江北"	"37.93"	"检查"	"其他检查费"	
"1350"	"ZSJM“HTJ”ZHZJC"	"左肾静脉“胡桃夹”综合征检查"	"江北"	"53.77"	"检查"	"其他检查费"	
"1351"	"YWXGGNSY"	"药物X管功能试验"	"江北"	"38.99"	"检查"	"其他检查费"	
"1352"	"ZQSXZY"	"脏器声X造影"	"江北"	"0.84"	"检查"	"其他检查费"	
"1354"	"LSRLQX(V—VQX)"	"流速容量曲线(V—V曲线)"	"江北"	"14.04"	"检查"	"其他检查费"	
"1355"	"YDDQLXGZY(ICGA)"	"眼底靛青绿X管造影(ICGA)"	"江北"	"25.7"	"检查"	"其他检查费"	
"1356"	"LXDXYDSSJLTZX"	"裂隙灯下眼底视神经立体照相"	"江北"	"30.65"	"检查"	"其他检查费"	
"1357"	"YDJC"	"眼底检查"	"江北"	"50.86"	"检查"	"其他检查费"	
"1358"	"YDJC（ZJYDJF）"	"眼底检查（直接眼底镜法）"	"江北"	"4.42"	"检查"	"其他检查费"	
"1359"	"YWZJJS"	"原位杂交技术"	"江北"	"50.95"	"检查"	"其他检查费"	
"1360"	"YJZJJS"	"印迹杂交技术"	"江北"	"20.77"	"检查"	"其他检查费"	
"1361"	"YJZJJS(Southern)"	"印迹杂交技术(Southern)"	"江北"	"22.32"	"检查"	"其他检查费"	
"1362"	"YJZJJS(Northern)"	"印迹杂交技术(Northern)"	"江北"	"34.11"	"检查"	"其他检查费"	
"1363"	"YJZJJS(Western)"	"印迹杂交技术(Western)"	"江北"	"11.97"	"检查"	"其他检查费"	
"1364"	"TYHTHS（DNA）CX"	"脱氧核糖核酸（DNA）测序"	"江北"	"57.87"	"检查"	"其他检查费"	
"1365"	"GJXBXJSJFZZD"	"宫颈细胞X计算机辅助诊断"	"江北"	"53.19"	"检查"	"其他检查费"	
"1366"	"XWSYS"	"显微摄影术"	"江北"	"29.87"	"检查"	"其他检查费"	
"1367"	"BLTWBG"	"病理图文报告"	"江北"	"3.48"	"检查"	"其他检查费"	
"1368"	"YNBLHZ"	"疑难病理会诊"	"江北"	"8.39"	"检查"	"其他检查费"	
"1369"	"PTBLHZ"	"普通病理会诊"	"江北"	"27"	"检查"	"其他检查费"	
"1370"	"MSBBXBCJS"	"膜式病变细胞采集术"	"江北"	"75.21"	"检查"	"其他检查费"	
"1371"	"MSBBXBCJS（YJBCXBCJS）"	"膜式病变细胞采集术（液基薄层细胞采集术）"	"江北"	"10"	"检查"	"其他检查费"	
"1372"	"NDT（16D）"	"脑电图（16导）"	"江北"	"5.12"	"检查"	"其他检查费"	
"1373"	"NDT（18D）"	"脑电图（18导）"	"江北"	"13.76"	"检查"	"其他检查费"	
"1374"	"JBXGCSDPLCS(SGXDM)"	"颈部X管彩色多普勒超声(锁骨下动脉)"	"江北"	"2.67"	"检查"	"其他检查费"	
"1375"	"LCCZDQNBCYD"	"临床操作的腔内B超引导"	"江北"	"4.12"	"检查"	"其他检查费"	
"1376"	"WCYJPKGNJC"	"胃充盈及排空功能检查"	"江北"	"15.25"	"检查"	"其他检查费"	
"1377"	"XCCYJPKGNJC"	"小肠充盈及排空功能检查"	"江北"	"11.69"	"检查"	"其他检查费"	
"1378"	"SSZLBBJCYZDZJLKJS"	"手术肿瘤标本检查与诊断增加蜡块加收"	"江北"	"0.51"	"检查"	"其他检查费"	
"1379"	"SSBBJCYZDSLBMJS"	"手术标本检查与诊断塑料包埋加收"	"江北"	"2.87"	"检查"	"其他检查费"	
"1380"	"JZBBBLJCYZD"	"截肢标本病理检查与诊断"	"江北"	"50.61"	"检查"	"其他检查费"	
"1381"	"JZBBBLJCYZD(SZ)"	"截肢标本病理检查与诊断(上肢)"	"江北"	"38.59"	"检查"	"其他检查费"	
"1382"	"JZBBBLJCYZD(XZ)"	"截肢标本病理检查与诊断(下肢)"	"江北"	"20.56"	"检查"	"其他检查费"	
"1383"	"JZBBBLJCYZDZJLKJS"	"截肢标本病理检查与诊断增加蜡块加收"	"江北"	"3.74"	"检查"	"其他检查费"	
"1384"	"JZBBBLJCYZDBTGZJQPBBJS"	"截肢标本病理检查与诊断不脱钙直接切片标本加收"	"江北"	"3.04"	"检查"	"其他检查费"	
"1386"	"JPZTJMZYS"	"经皮肢体静脉造影术"	"江北"	"38.14"	"检查"	"其他检查费"	
"1387"	"JPXZXDMZYS"	"经皮X择性动脉造影术"	"江北"	"13.88"	"检查"	"其他检查费"	
"1388"	"JPCXZXDMZYS"	"经皮超X择性动脉造影术"	"江北"	"0.04"	"检查"	"其他检查费"	
"1389"	"SJJC"	"色觉检查"	"江北"	"5.33"	"检查"	"其他检查费"	
"1390"	"KQXXYCCX(RVG)"	"口腔X线一次成像(RVG)"	"江北"	"66.37"	"检查"	"其他检查费"	
"1391"	"BXBQHGNJC"	"白细胞趋化功能检查"	"江北"	"5.1"	"检查"	"其他检查费"	
"1392"	"YGYLCD"	"Y沟液量测定"	"江北"	"60.67"	"检查"	"其他检查费"	
"1393"	"YHDDCD"	"咬合动度测定"	"江北"	"8.61"	"检查"	"其他检查费"	
"1394"	"KSSLQPJCYZDJSJS"	"快速石蜡切片检查与诊断加送加收"	"江北"	"41"	"检查"	"其他检查费"	
"1395"	"MYZZHXRSZD"	"免疫组织化X染色诊断"	"江北"	"1.29"	"检查"	"其他检查费"	
"1396"	"PTTSDJJCYZD"	"普通透射电镜检查与诊断"	"江北"	"39.07"	"检查"	"其他检查费"	
"1397"	"MYDJJCYZD"	"免疫电镜检查与诊断"	"江北"	"43.14"	"检查"	"其他检查费"	
"1398"	"PTTPF"	"普通图谱法"	"江北"	"65.12"	"检查"	"其他检查费"	
"1399"	"FM-100HueCSHF"	"FM-100Hue测试盒法"	"江北"	"2.72"	"检查"	"其他检查费"	
"1400"	"YSJBJC"	"Y上菌斑检查"	"江北"	"56.63"	"检查"	"其他检查费"	
"1401"	"JBWSWJC"	"菌斑微生物检测"	"江北"	"22.57"	"检查"	"其他检查费"	
"1402"	"TSNDTTSDJ(QT)"	"特殊脑电图特殊电极(其它)"	"江北"	"64.08"	"检查"	"其他检查费"	
"1403"	"TSYFNDT"	"特殊诱发脑电图"	"江北"	"18.52"	"检查"	"其他检查费"	
"1404"	"NDXT"	"脑地形图"	"江北"	"31.68"	"检查"	"其他检查费"	
"1407"	"GGJKGZNLJC"	"股骨颈抗骨折能力检测"	""	"11.63"	"检查"	"其他检查费"	
"1408"	"JPXZXJMZYS"	"经皮X择性静脉造影术"	"江北"	"9.21"	"检查"	"其他检查费"	
"1417"	"NGNJC"	"脑功能检查"	"江北"	"64.9"	"检查"	"其他检查费"	
"1418"	"BNZLCD（10SYS）"	"比奈智力测定（10岁以上）"	"江北"	"6.61"	"检查"	"其他检查费"	
"1419"	"TW(TOVA)ZYLJLCS"	"套瓦(TOVA)注意力竞量测试"	"江北"	"46.79"	"检查"	"其他检查费"	
"1420"	"808SJLXCY"	"808神经类型测验"	"江北"	"9.96"	"检查"	"其他检查费"	
"1421"	"TPCHCY"	"图片词汇测验"	"江北"	"48.15"	"检查"	"其他检查费"	
"1422"	"GSTCY"	"格式塔测验"	"江北"	"18.8"	"检查"	"其他检查费"	
"1423"	"RWZLCD"	"瑞文智力测定"	"江北"	"8.94"	"检查"	"其他检查费"	
"1424"	"BDSJBCCD"	"本顿视觉保持测定"	"江北"	"55.02"	"检查"	"其他检查费"	
"1425"	"LNRZGNLB（SECC）"	"老年认知功能量表（SECC）"	"江北"	"3.22"	"检查"	"其他检查费"	
"1426"	"QPZZWJ"	"强迫症状问卷"	"江北"	"42.61"	"检查"	"其他检查费"	
"1427"	"JSHLGCLB"	"精神护理观察量表"	"江北"	"2.79"	"检查"	"其他检查费"	
"1428"	"SHGNQXSXLB"	"社会功能缺陷筛X量表"	"江北"	"23.01"	"检查"	"其他检查费"	
"1429"	"BZHXZJC"	"标准化现状检查"	"江北"	"19.87"	"检查"	"其他检查费"	
"1430"	"BLD（Bleied）CDPDLB"	"布雷德（Bleied）痴呆评定量表"	"江北"	"78.18"	"检查"	"其他检查费"	
"1431"	"ASKRGCD（SNB）"	"艾森克人格测定（少年版）"	"江北"	"21.17"	"检查"	"其他检查费"	
"1432"	"JMZNCC（SMNLCC）"	"简明智能测查（SM能力测查）"	"江北"	"0.6"	"检查"	"其他检查费"	
"1433"	"TXNGFY"	"听性脑干反应"	"江北"	"21.75"	"检查"	"其他检查费"	
"1434"	"GZGBNLCY"	"各种个别能力测验"	"江北"	"6.73"	"检查"	"其他检查费"	
"1436"	"YXZZPDLB（SAPS）"	"阳性症状评定量表（SAPS）"	"江北"	"53"	"检查"	"其他检查费"	
"1437"	"YXZZPDLB（SANS）"	"阴性症状评定量表（SANS）"	"江北"	"5.4"	"检查"	"其他检查费"	
"1438"	"XZJSBZZJC（PSE）"	"现状精神病症状检查（PSE）"	"江北"	"70.25"	"检查"	"其他检查费"	
"1439"	"JPQJMZYS"	"经皮腔静脉造影术"	"江北"	"38.7"	"检查"	"其他检查费"	
"1440"	"JNDSNGJJC"	"经尿道输尿管镜检查"	""	"4.48"	"检查"	"其他检查费"	
"1441"	"FSSTXX"	"放射受体显象"	""	"4.87"	"检查"	"其他检查费"	
"1442"	"ZQDCXX"	"脏器断层显像"	""	"7.54"	"检查"	"其他检查费"	
